d_block,tx,token,d_price,n2_price,ath_block,ath_price,ath_offset,ath_mult_vs_n2,first_sell_offset,net_flip_offset,dump_20_offset,dump_30_offset,buyer_decline_offset,max_sell_bnb_wei,max_sell_offset,n_events,n_blocks_active
96510222,0xb7ffc52951d32c848c2f9bb29f43512574cbd10610766e8d8586a78de73948e1,0x57bfba6261f2cca23c9f0ae4990990b672f84444,2.3210839714944423e-08,2.8944820455559152e-08,96510223,3.781685262087555e-08,1,1.3065153635669704,0,2,2,10,10,1163181046260672926,9,352,142
96511155,0x31ce3b597ad6f0033d979b422add50b7c13660832511b1bad64deef4d340beac,0xa4b79ddc047d301e1cfa21e1d4b524d1260e4444,1.0523920068144512e-08,1.929432220168943e-08,96511168,8.871339591144101e-08,13,4.5979016512781765,3,,,,,999253091962613322,8,201,16
96511158,0xa1260ceb3aa1365f2e807f5f0148cbfb0f44e2504b25173bcd294dd531832e44,0xa4b79ddc047d301e1cfa21e1d4b524d1260e4444,2.0644025428200917e-08,3.372753501659992e-08,96511168,8.871339591144101e-08,10,2.630295865611831,0,,,,,999253091962613322,5,186,13
96511449,0x8cfdc0cf1a23003464d66b7daea3aba306c6ea45e2fc7dab9b08b0edb96db01c,0x460b51e30ac278e695079f1df833c63dd2534444,1.1766193614476734e-08,1.9077868055837336e-08,96511451,1.9077868055837336e-08,2,1.0,5,5,18,109,48,682972264291682350,5,40,22
96511978,0x80b45bab76e95d6676a80e0b04968e21d4358411c27242e74e1849c6647defd5,0xf08a9f2385ea62d0569f322dd1a407fb34cf4444,8.878555015567435e-09,2.9513377616739643e-08,96511991,5.075442514646661e-08,13,1.719709136838316,1,14,15,27,41,1269219697086255489,21,1147,413
96515886,0xc4b582ef42cd11f7a79bb087dbd99ba512c0e76a3aad1e276faff218c073937a,0x7bece81ab03372f4604a561a66c04a027cc14444,1.244608187538069e-08,2.312469230141596e-08,96515887,2.4815834175964916e-08,1,1.073131432518365,0,2,4,26,,906533345898693082,2,181,128
96519764,0xeae2aa48344d99383fcc5992e3c789ccba7487686e03de051d96fcd5571f102c,0x93a9daa25b6c4c121b5161bddb8e9cd578224444,7.347510265365301e-09,1.231246034115919e-08,96519789,1.853453860103577e-08,25,1.5053480853925567,6,27,27,27,13,1280090448849860607,27,193,109
96520980,0x4bab212da346b7969cb16202762cbdf04cefefc9545733246a1bce122f2f063c,0x685b166ec4c3114b898979e80886ac6d9eaeffff,8.547201545468267e-09,1.3573472765719416e-08,96520982,1.3573472765719416e-08,2,1.0,5,5,19,20,,911645765048447957,21,44,29
96521059,0x65a5a6873df9fc4a65d9909a30e50380456ada05001279194550e1c02523fb86,0x2a0175aadbfb2db91aaba8013fbb5ff24492ffff,1.904214699579209e-08,2.3501094371196443e-08,96521064,3.359710366715922e-08,5,1.4295974109331993,1,7,29,38,10,785945853734939129,107,710,334
96539305,0x1e5f5f9a4f10884f625cb59aee8cf45d7105b9e68ff63b924aae61287d8ef1d4,0x89937972592fac6c24bed6d7fcab5ffd92264444,7.85531819510944e-09,1.2402629337136414e-08,96539307,1.2402629337136414e-08,2,1.0,1,7,19,60,16,598721447705471278,19,95,52
96548092,0x59fd730f9b1cd4eb75b27a4310bbe41380a81e1202ee6a870944d832cabe112e,0x61cd06799478689ab7b0ff4fa2db929c04324444,1.1250458251279822e-08,1.785388183338822e-08,96550252,2.5629348454084635e-08,2160,1.4355056616402408,2,2165,2207,2458,29,764985151433964337,3,316,264
96549208,0xe25351f6256b099a51a8047d59a76d65360cef2dfafb7063da4ca852224c6f59,0x22bb43576955726e85418c320caa325b99364444,2.071651063127165e-08,2.8441726563735416e-08,96549822,5.444212222549082e-08,614,1.9141637587820415,3,616,728,735,13,1055485978754682236,1282,1671,1105
96632275,0x716da0322f5777ba412f7b2f9c38948347940a455c3c0ee5495e3545caa8dfd0,0x64fa7f75d769a559a76c37a83255ba3a0b954444,1.854730986983316e-08,2.5634782682983683e-08,96635013,5.280920004224712e-08,2738,2.060060375596699,3,2739,2991,3620,16,1222030154764915019,2134,1465,992
96634756,0xaa3883bfa16c01c9683e102d711983e0215e01d8a35ec90e4a3f9ab04b56f0d1,0x479b19544c8888b1efec169cadd4bfa4a13a4444,1.0967000887417154e-08,1.4826596988792373e-08,96634875,1.9769801033864345e-08,119,1.3334011202171752,1,120,140,141,12,786088238915652852,5,379,214
96659636,0x15d01798e63ca10588c26f4efb726a6f5b90293e13001d370b7f6a315c0e1aa9,0x424d96dcfb58f6d48a9ec581712df9600d684444,7.974127303530567e-09,1.36296341056822e-08,96659692,3.055427224287797e-08,56,2.2417529337885806,3,57,66,75,31,756531813660610644,28,426,203
96660209,0xd33301b68ccd5610432cfaf38940cc54b1ee563d5b85fe251db94b54e8ec46cc,0x827077b2490f8225e219e3be75e66df47de44444,2.4100326453994773e-08,3.194550249446768e-08,96660227,3.7787806092647264e-08,18,1.1828834465568778,2,20,24,42,34,1047255895985123673,44,384,180
96661191,0xd40e6c4aea8dbd6525d23d1117793cc934d4dba46acf6edd8b05c9e61a1f6d7d,0x27b8d57c9e412757af6d7efabcbb637224f14444,1.3210166329356612e-08,2.3043525326185984e-08,96661221,8.738308944043788e-08,30,3.7920885890293143,0,,,,,1815919887197105270,16,251,31
96662838,0xd9020bf724374f7fe0a4210f4ac15998d8836fbe92ae14daacb175c46f5b0ca7,0xa51b6bd9011a5c72a4599a2f17620af849324444,9.973810625431373e-09,1.36717278118466e-08,96662839,1.675395490263624e-08,1,1.2254453228741784,1,2,9,9,12,994826171829285924,8,51,24
96662857,0xbd49f94b70507896efd76a5f108c400b37225f9825bd66535c8382aea9153534,0x06561f40f21954232a80de814e870f360daf4444,7.45283427849493e-09,1.2593210412188182e-08,96662866,1.4129949043730698e-08,9,1.1220291396112307,2,12,30,30,19,968061527852932174,30,198,90
96662870,0xd3c6078a2d20461bebae03df65866124a3d53e32229f8629c2b3424ccdc01ca3,0x06561f40f21954232a80de814e870f360daf4444,1.2925567466450266e-08,1.3353789957258306e-08,96662870,1.3596175061239972e-08,0,1.0181510346319262,1,1,17,17,10,968061527852932174,17,183,83
96667184,0x76e6f13ab195228f4567f7443af2dfb4a6664295c3f1baa782aa75a82cdc57d6,0x13a687f766f8d00fa40301d08f55276f39174444,1.0828639219688103e-08,1.7141760796232353e-08,96667217,1.9138848830047407e-08,33,1.1165042528334663,2,36,50,51,14,691430173070226693,2,234,123
96670884,0x49271ea85aafec677ff626d04431f8545f2e7550ce069f26553943297160615f,0xb6c9318aeae30a348573559a28c222e448824444,2.4400206470823353e-08,5.2896110954034386e-08,96670889,8.258960837958278e-08,5,1.5613550200571724,0,,,,,2867968906369911357,1,77,6
96677785,0x4d812b75aea8f7e3cb7cf5cc3cbeb7793e3338a89df17e9e8df5bcd51cb586af,0xfffed044efa7c973a39475f235d7fbd71ba34444,6.775978527666507e-08,8.670961191866413e-08,96677787,8.670961191866413e-08,2,1.0,1,,,,,1145974305814910102,1,37,3
96680314,0xb1763f5e630efbb3ebb1bf7c4c49a724e7dbe2507a15a923c4a7da5638fba651,0x4ee40f2681463631db040e97478965634b224444,7.45283427849493e-09,1.2965103086572717e-08,96680339,1.4453460696305841e-08,25,1.1147972059917162,2,26,31,46,11,974572146765040903,73,107,59
96680380,0x020b9f593f129bc7514ecf4fd924f0f71515eae95c5876fa6bd0997573d649ba,0xb74cf9a95eda650bb72f5fdd289e01645b2a4444,8.929628006500829e-09,1.6307661600277106e-08,96680402,3.018107885144269e-08,22,1.8507300182712794,2,23,24,29,28,1022166636933598075,23,590,228
96683860,0x0d872af6dcef591ec11ef4cb600732ed236c80650d68e1730180397306841cac,0xfc609c26ab53f813d3c163d833942a372cba4444,1.3137686312482342e-08,1.8695246393032425e-08,96683913,2.16870924697575e-08,53,1.1600324496306245,14,68,702,,22,610733884069208951,702,92,61
96684872,0xfc0d1f22a202f033b163c624620746d35e7b0d0d8ac74944d15c62a35daf9888,0xac6c9a6d237af8fd16e1377fbde13bd9f9d44444,8.295564292909943e-09,2.3851701091673663e-08,96684876,2.7018229430248117e-08,4,1.1327590148142452,5,5,5,6,17,2724606604632315512,5,138,54
96684873,0x54b589f2e86437916537eb2928a4f1adbbeb820a0366d0cf51d24a3355ebc625,0xac6c9a6d237af8fd16e1377fbde13bd9f9d44444,1.7873040779194853e-08,2.5599344745041866e-08,96684876,2.7018229430248117e-08,3,1.0554266017094467,4,4,4,5,16,2724606604632315512,4,136,53
96685993,0x51b7f080c1ee60015e4da6c4273da3dedddf3b5e0afa7b03d908b0a78f561343,0x18ce97d189c0bb4b041380c49bd381842ac44444,2.4680570676375515e-08,3.9213211646476655e-08,96686303,5.569299285801263e-08,310,1.4202609406265427,2,311,383,575,154,941930919098115574,2898,1653,1071
96708031,0x3d0a90ff3064cd13d713d4fbb9b26c55566adb62602b92b131ee2899b66d0c65,0xeba859190bf2b9e94c27d1dcc63a68dc613a4444,1.1073818730315296e-08,2.4675590557728084e-08,96708055,4.929913311751463e-08,24,1.9978907091273146,3,25,30,32,43,2311150540277764590,18,573,122
96708173,0xf073aa289fecd1384f1485906af3dcda7d075d69ab2d1138770eb86fd496fbd1,0x3efef415b6bc411df570d4e624c92807d28d4444,1.7560723891750803e-08,2.983965901243175e-08,96708191,4.6298653004952425e-08,18,1.551581168727952,1,19,20,22,24,1559887757691367581,7,351,94
96708811,0xb8fa58f77274357264d2410503dc959f36ab7b3b09b447347766bbfc866dbd10,0xfb236f587aa1bfcf04822388aee2883a1da14444,1.3928314766030462e-08,2.144028029842129e-08,96708828,3.251715662086095e-08,17,1.516638596523166,2,18,18,18,29,2178779564247657071,17,257,86
96815840,0xd3a5cdc23ce68e7bba55e1fa6ccd73da837c96145dc11d541e3b01b7f0731db8,0xaed6160b2fd8735dee5a8a80a487f6f771404444,2.471830320513057e-08,3.3452631593154614e-08,96816919,3.595910930749506e-08,1079,1.0749261745630003,3,1089,1482,1485,30,787758895559358326,1097,237,188
96821587,0xb08fe2140ea9ae4c3e5cc4ea2170442bdd6fbe89d6b1cc1537a03c9b8a2e3ad6,0x8ed916bd7734a370a76b2da1aef3db38341e4444,7.966682141741963e-09,1.1295479634400275e-08,96822540,1.2475198098458856e-08,953,1.1044416441127263,10,954,,,33,348694475445447452,14,65,42
96837710,0x845065247eef232c527c9fe4d97f826df5fd302498ec0b278ace6c833df6ffd1,0x5b30197a9383dd071247f60ebbf018f4d24e4444,9.962345014061987e-09,1.4155983895570085e-08,96837711,1.764182950607229e-08,1,1.2462453783656149,0,3,4,24,13,1015488803474994051,24,113,58
96837780,0x0b6a29113d698b969c2990a062286d01c74fcf69725ce253027bac89c0b837e0,0x5b30197a9383dd071247f60ebbf018f4d24e4444,7.305698378194493e-09,8.18676897100303e-09,96837798,8.715085123959486e-09,18,1.064532925605659,10,28,78,81,28,538761806277176938,77,63,34
96863370,0xc51487888b492849f2055d3365703c6d44ef2a26b5e627ff40df965bb5be6555,0xaed20c65e299ec3927805bb0de1b07e389a14444,4.6496378289303034e-08,6.73564914770032e-08,96863415,8.891448681944523e-08,45,1.3200581691491806,2,,,,29,1242221950905736333,35,317,46
96867022,0x313bfe8e01b10787251089a5917176801df8ebda5d7a9561dbdf12766d769bcc,0x406c203adbef18c3c5b4a1cf2654099768104444,7.46330203464466e-09,1.1647230769705546e-08,96867051,1.933734975766532e-08,29,1.6602529940388728,1,30,37,49,11,687751589711083922,1,236,131
96871884,0x1d683855c57da756dda00c150712ac692127d847a9c0215218e040c94b4c24c9,0xd25718e0801d872cca1379d57ddc631b56e04444,1.2823548028785018e-08,1.6365146894339173e-08,96871967,1.832097208201127e-08,83,1.11951161821521,2,89,124,3205,,569205259153651780,2,72,54
96881958,0x601d24c84ec00db3736beaf98f8ca2a1dba1bb02c4549b75b8bb113c3541c1d9,0xcdbfbe07c8e2091260c9836d33851e9d89934444,7.526623616565777e-09,1.3880499607918734e-08,96881988,2.7765774029661846e-08,30,2.0003439943776704,4,31,31,37,36,1105246616225063096,26,297,104
96892606,0x0fdf479a392d7b58b50325ef0dd5f67200960f7dece221d5cbb9997a71975de2,0xb1a3e0fd84a203e26c41c96a30ba110f7f874444,1.1607630138417277e-08,1.8289780995674964e-08,96892870,7.666405556688357e-08,264,4.191633327102853,0,265,278,279,28,3432402027161042799,6,1779,566
96892606,0x62d3e1d146290a9746bb5f1c3aae9688c6df14314af65daac202d44866533a0b,0xb1a3e0fd84a203e26c41c96a30ba110f7f874444,1.4488979706670914e-08,1.8289780995674964e-08,96892870,7.666405556688357e-08,264,4.191633327102853,0,265,278,279,28,3432402027161042799,6,1779,566
96892727,0xa0962973381aa8f6e71fc06eed87750bc3b90d8438dd64f88bd5b3441feb4a79,0x3ea823a8bc35894a41a3676165b1b50701b8ffff,7.131865547591642e-09,1.251165316526656e-08,96892729,1.251165316526656e-08,2,1.0,3,3,15,63,17,689639656035110950,3,44,33
96893015,0x56687f9e9da80a6152e0cc7440e0f55db32852d719c76c92247cecd8dbc5e1e7,0xf52def6b67a7e8cfc2fcb8f870f46bbdbfeb4444,1.5805002815060774e-08,2.057597529666978e-08,96893025,3.8399977239625597e-08,10,1.8662530784550773,0,11,11,18,23,1270468608027760435,20,346,85
96893068,0xdbae072d1dc179456454919909ff1bde0c460519e730b261d222c9321f0caef0,0x38d55fa973ba497e6e8c6efa723e197367444444,2.953744795990434e-08,4.1594998638971906e-08,96893093,8.900506243962849e-08,25,2.1398020279350685,0,26,28,29,62,2947075837986649759,27,2224,679
96915791,0x091072dcdff074e6f3c4476d7e09e4b23c78ce502c8b94d04907a8c62ab2966f,0x2320a067491f0785fa0dce9a884310e2456f4444,6.950823441574207e-09,1.209589815136376e-08,96916174,8.734744643783485e-08,383,7.221245197735631,4,385,,,66,1441966791097837064,378,887,313
96917072,0x73ca043f0d6dc8441bf1363f6754c2d27932c531584d4aff28d64f115f217616,0xcffef8f03611f748e1b3d408c9e0e4e81e544444,1.5315763478981068e-08,2.3495101463226912e-08,96917321,8.902299886878655e-08,249,3.7890025292344394,2,,,,15,1935980833906749838,146,1281,240
96917171,0xecb0e4e9459a4495891e4539f790623a1c8e0c8bfe4363fb175579d6a62d9d4f,0xcffef8f03611f748e1b3d408c9e0e4e81e544444,8.15964153207726e-08,7.22784797143858e-08,96917321,8.902299886878655e-08,150,1.231666731516325,0,,,,10,1935980833906749838,47,750,145
96917642,0x7c25be3a179a28686f360f20a7a94abda3477b90cef798f9eff8100f913985b5,0x49478821f26e8515daa7fa8e9eee15f5d57e4444,9.39283280992963e-09,1.7057205365266886e-08,96917651,2.049454243329849e-08,9,1.2015181850967778,3,10,10,11,17,563290773631606859,4,114,47
96920852,0xb3ac17114010b52257512ff707191c927a7b2912fac8c59dd28ce948096cce96,0x789d3335fd1995cbb7100c59c0ce1aa84d6d4444,7.391494125967048e-09,1.624246881130218e-08,96920854,1.624246881130218e-08,2,1.0,3,3,3,23,11,862492608042365098,3,76,41
96921006,0xf180faa499a7adc62226dc2550240ce7e23946ae0fc49f74b0f532846e3d176e,0xe2b296db9c0c0854ed69f47eff434b54a7454444,1.462323030373723e-08,2.3067259344075196e-08,96921896,4.1269144170563296e-08,890,1.7890787784966418,2,893,957,958,11,818121740519796873,81,1227,719
96922183,0x089140e63f637aa7aaed574cdc5fe0e869fd23d563146183ef2e47519d85f47f,0x8cb201a2ecdb6216a9d29d89834c2fdf19334444,1.295599370757414e-08,2.2623561092369942e-08,96922190,2.7974748578751523e-08,7,1.2365316169516005,0,8,15,21,13,790554681844364900,4,593,248
96925908,0x22bfbc65d2190ebce1309fdcf1202c0e03d242576b3317321b87e8935135d145,0x14af377c704afd9ad159e4853eb7456565f94444,2.364694484273013e-08,8.906543545001255e-08,96925910,8.906543545001255e-08,2,1.0,1,,,,,1582862232223002507,1,16,3
96925909,0x57a866a3d06ae3f06559338ca44c1b0ba9e1ecffbdb39bb761fb9c10c2dad145,0x14af377c704afd9ad159e4853eb7456565f94444,3.621424554142423e-08,3.621424554142423e-08,96925910,8.906543545001255e-08,1,2.4594033126586514,0,,,,,1582862232223002507,0,12,2
96928579,0x298a0dcc1f2e07ce06fbc13de876304223e81432524ea962be5c8b32b9bd2c62,0x3a5bb79e187651e9383e4f0b33acef94cb4a4444,1.670849037829013e-08,2.7227226994170957e-08,96928844,4.338067670112654e-08,265,1.593282955712451,2,267,270,276,180,1362055638206063161,297,557,309
97028411,0x5e2940a8054b8305b34af9ae101530e50a2b63d74e9490ad538d7f5a3ea2f1eb,0x61d6624ff5f522ccc3aba4f1ece23471fd1a4444,3.1193267113659985e-08,4.1679693832645714e-08,97028426,4.94368481416919e-08,15,1.1861135146575952,0,16,24,30,17,1187579667498593604,667,1369,716
97032409,0x70c1e73611ed37ccb1973c7b23748597cf3d4306be9156f58fbd6ac7507275cc,0xbf7e97b2ab688bbe7f3ae55e835325dc55024444,7.805808744987054e-09,1.3778577677754977e-08,97032410,1.582314842252886e-08,1,1.1483876487538165,4,4,41,85,21,812981202685424935,4,249,183
97049372,0xa3c83f5fc85aaf526fd43a32abfd8b91b98786b3ba176c746a35b115201800b2,0x3ea4ee6f65632fe587806a2b0835d085ffbb4444,6.2580994891904335e-09,1.2553531561749889e-08,97049401,1.6424168700596e-08,29,1.3083305378894168,3,31,35,37,15,864779716591522492,3,177,103
97049696,0xa6f53a989ae821ca0539778a62d7d20e013c0093f7e87823d2753b0b3f3b0034,0x7e2c8dca5de50d75e27813dfeb09201dbc1e4444,8.337772882624051e-09,1.4770377679411468e-08,97049698,1.61994384312331e-08,2,1.096751808439781,2,4,5,30,22,845372619202532389,5,210,115
97066552,0x0add61793e28dde3e6528b90e5ec0e80a1a5b09ec3ac2d9fa79358f557f7f483,0x01c7e6a3f92be57ec903de40c6836fe58c2f4444,4.791611686447348e-06,7.23904146623301e-06,97067031,1.2500602358153322e-05,479,1.7268311580287545,3,481,525,529,26,528918137352220120773,3,467,315
97068453,0x741f136c0a1462e034de37ffa28e517cfa4aec58bfe86ebc3b2dcc7ce8275a1c,0xb21e86d936066fedc20c696d4583aef021da4444,1.1071155416157926e-08,1.6323367985590545e-08,97068466,1.978045003713133e-08,13,1.2117873011619003,1,17,19,30,19,739442004253140442,3,157,75
97068601,0x3c934ba5f7224626d7151fa0ae5b588a1b17239a569315119e7e08c16c0485f7,0x0c1d90bf3025e9f84b8c9d98042cde9505dd4444,2.0700774492539913e-08,2.278759666415095e-08,97068608,3.271948828444821e-08,7,1.4358463846221194,0,8,8,26,17,1369670654781703507,1061,827,397
97068829,0x4d88b907298137282956842402b57bd9e386528c8368bbfce77fdac4f8252734,0xd45b4e2af8c5f426b475eb0f1d162ad40d884444,6.433243621843495e-09,9.219773017479095e-09,97068857,1.3679346562768438e-08,28,1.4836966741843602,2,30,45,60,16,602149320392640966,2,113,69
97086639,0x1c783250c6aaff900c10be1003e37279ec0170184e2f4218549a318c2f77f79d,0x6d3730b42dfc2b7e189f538f41a79f59bfd04444,7.817992209136724e-06,1.1402588059787818e-05,97089458,4.099650598410168e-05,2819,3.595368504864198,1,2820,3013,3143,14,1048927639178984124213,3100,3016,1862
97095475,0x6e68c8aa1a700ecc83d2318adfbd2d99f455c98028449a01eadbd8f384358456,0x4f4f762bf9da96f8fad5c73d96d95a2e81904444,1.1313184944489161e-08,1.8280287748342043e-08,97095483,2.0549688843481823e-08,8,1.1241447140428962,6,10,16,58,16,831575211510768358,16,114,91
97111316,0xbd6a5ecadd9a4a5cc81a4dfd9419d03f7190410e1474c18afc85ba311537dc19,0x4c9c2832ad0f1b07158292b09c84579c95674444,7.816529213587747e-09,1.1919597018939318e-08,97111317,1.2780367728258358e-08,1,1.0722147492026233,1,5,51,54,33,988109726386550320,51,71,27
97111330,0x794dafcf2e955dd0ca7a3884edaae661dd8b09f953c236000eb6e8a5698aec12,0x4c9c2832ad0f1b07158292b09c84579c95674444,1.0930568209731194e-08,1.1274434745449494e-08,97111333,1.1310142331230994e-08,3,1.0031671286931625,0,8,40,42,40,988109726386550320,37,53,20
97111398,0x0e0c0137b5ae83a780617287a9db0f6f3df5169025a040929e7526315763ee70,0x14dbf5b6f15f4e0236bb19d7f18ff02f7fd64444,2.262725646650561e-08,5.37374436575054e-08,97111402,8.814851348914821e-08,4,1.6403555414909783,0,,,,,1339644598744871560,1,30,5
97111398,0xf833476562cf8db88761b516e225d0713ee149621b44730496520115da854007,0x14dbf5b6f15f4e0236bb19d7f18ff02f7fd64444,3.585519619587165e-08,5.37374436575054e-08,97111402,8.814851348914821e-08,4,1.6403555414909783,0,,,,,1339644598744871560,1,30,5
97114386,0xf5295082511ffb163671abd599551686d65e87b0ccf88c3aff90fcff2ebd4858,0x7bd03856231791c085e66831e9cecb5451d94444,1.0634180399347635e-08,1.4984027350300765e-08,97114387,1.6645663058398614e-08,1,1.1108937983928933,2,2,4,6,,2329635247286917362,121,135,101
97115200,0xeb74d3b0148a633a9f0b815094e88d94bcbada6b3ea58b1f34c4753941843047,0x6fb43d298dd833441ae30a76ee66d0f6e3be4444,1.2785833066443229e-08,2.127360410550185e-08,97115211,3.1708535743549506e-08,11,1.4905107562544582,1,13,13,15,14,2002694525703015418,8,187,56
97115201,0xb2a465efc41752e3ccb7eed8ab93e2305bae90791646e4b697cf056adaca4f9c,0x6fb43d298dd833441ae30a76ee66d0f6e3be4444,1.8527648202012086e-08,1.9213321855336723e-08,97115211,3.1708535743549506e-08,10,1.650341152992349,0,12,12,14,13,2002694525703015418,7,184,55
97115222,0xcb255db13cd479fbfb35c4f0d2298e7809d58a74be9af69b13d472cc006f2218,0x7c10c66015329a3a093447ef8cd208d6dcae4444,5.309571261875137e-06,8.590487752772534e-06,97115246,2.459529104915353e-05,24,2.8630843506197343,1,26,26,27,33,1165705329320678587328,17,483,170
97115223,0x4f1b1c23dd55e407d501bbfe8a00846622a8c6d411a530a630d33774f09885f3,0x7c10c66015329a3a093447ef8cd208d6dcae4444,9.99071240511531e-06,9.587677756193407e-06,97115246,2.459529104915353e-05,23,2.565302221725753,0,25,25,26,32,1165705329320678587328,16,478,169
97124288,0x7840bc615cc5d9deb1f09a59186dcbf8527dc06d2649623612aa16903aacbe8e,0x25651229a3fb237ca349e628d9b2a63838f14444,1.355820703877908e-08,1.744944017919579e-08,97124289,2.0476704246121252e-08,1,1.1734877472192338,0,2,3,4,10,1822529372399126570,2,80,36
97248077,0xd269e0325786a321c7f0ce533f94c82abf2225c10bee1dd8722afe9fce69c777,0x75cdf4747f394d9779ad664ece40d7366e394444,7.773292914503132e-09,9.989765857687565e-09,97248286,8.872976424450272e-08,209,8.882066457665898,0,,,,95,1195745615498963725,140,750,180
97248229,0xcbe78502873b13b8c45a3ffc872590692ee7b2bf75d86f08ebe58fe2cbe966e8,0x75cdf4747f394d9779ad664ece40d7366e394444,5.9143472509022564e-08,6.026874190899961e-08,97248286,8.872976424450272e-08,57,1.4722352157023073,0,,,,14,944000705175576708,6,336,57
97265641,0xfe296d218e076d392a1d90bfc71a7137e912bd28ee6f026a082298f9d97efa0b,0x1c2cc463d5769c09c525a2ee8da797a411414444,2.1688447238059357e-08,3.39711029607267e-08,97266429,4.851072421441104e-08,788,1.427999681685146,3,789,885,1524,17,839638165363041212,278,1226,957
97266313,0x81c84bc744d14c2c8473f19ad8147f41c003e27a0e6f15a582532af47bbaba78,0xa6c483c0948ad0d24f0033b898653c2b0c854444,8.02134243159786e-09,1.5959059531306882e-08,97266353,2.794334314597309e-08,40,1.7509392136270088,1,41,42,49,12,1224237627784623132,5,454,246
97278930,0xc568bbb88d36b700219907b3cec9c4703cc26ece6dd9a8d1c94b4d426e05f392,0x7aa7b61be9099fd0cba6ed02585b4ffbcba44444,9.299865569056347e-09,1.2601146407730129e-08,97280393,8.687956608685508e-08,1463,6.894576356446357,2,,,,11,1857817824497294097,1237,1447,768
97280062,0x68e52bb75e4fe73f322d99317a177913a867ae3f4c8e128ffda6fd070995aaf0,0x7aa7b61be9099fd0cba6ed02585b4ffbcba44444,6.941641511443174e-08,6.99010853653221e-08,97280393,8.687956608685508e-08,331,1.242892948411299,0,,,,15,1857817824497294097,105,463,221
97288298,0x65099544f698d82ff2e62c25f023d5893546a84206182518a8e161e432e3a4c3,0x34cb6826a19c35127372890e0bf4a69c8a534444,1.1650744046779349e-08,1.6875144689737278e-08,97288519,2.2437113696813458e-08,221,1.3295953373637575,1,223,256,289,10,748317337928444031,42,616,351
